t,location,reward,cue,action
901,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
902,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
903,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
904,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
905,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
906,RIGHT ARM,Loss!,Null,Move to RIGHT ARM
907,RIGHT ARM,Loss!,Null,Move to RIGHT ARM
908,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
909,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
910,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
911,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
912,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
913,RIGHT ARM,Loss!,Null,Move to RIGHT ARM
914,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
915,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
916,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
917,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
918,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
919,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
920,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
921,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
922,RIGHT ARM,Loss!,Null,Move to RIGHT ARM
923,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
924,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
925,RIGHT ARM,Loss!,Null,Move to RIGHT ARM
926,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
927,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
928,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
929,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
930,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
931,RIGHT ARM,Loss!,Null,Move to RIGHT ARM
932,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
933,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
934,RIGHT ARM,Loss!,Null,Move to RIGHT ARM
935,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
936,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
937,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
938,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
939,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
940,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
941,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
942,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
943,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
944,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
945,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
946,RIGHT ARM,Loss!,Null,Move to RIGHT ARM
947,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
948,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
949,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
950,RIGHT ARM,Loss!,Null,Move to RIGHT ARM
951,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
952,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
953,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
954,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
955,RIGHT ARM,Loss!,Null,Move to RIGHT ARM
956,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
957,RIGHT ARM,Loss!,Null,Move to RIGHT ARM
958,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
959,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
960,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
961,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
962,RIGHT ARM,Loss!,Null,Move to RIGHT ARM
963,RIGHT ARM,Loss!,Null,Move to RIGHT ARM
964,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
965,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
966,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
967,RIGHT ARM,Loss!,Null,Move to RIGHT ARM
968,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
969,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
970,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
971,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
972,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
973,RIGHT ARM,Loss!,Null,Move to RIGHT ARM
974,RIGHT ARM,Loss!,Null,Move to RIGHT ARM
975,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
976,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
977,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
978,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
979,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
980,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
981,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
982,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
983,RIGHT ARM,Loss!,Null,Move to RIGHT ARM
984,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
985,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
986,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
987,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
988,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
989,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
990,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
991,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
992,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
993,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
994,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
995,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
996,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
997,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
998,RIGHT ARM,Reward!,Null,Move to RIGHT ARM
999,RIGHT ARM,Loss!,Null,Move to RIGHT ARM
